Time,Angle,AngularVelocity,AngularAcceleration,TangentialVelocity,RadialAcceleration,TangentialAcceleration,xPosition,yPosition,zPosition,Weight,Tension
1.125,-0.73167,-0.6949,4.36499,-1.04235,-0.72433,6.54748,1.11609,-1.00217,0.0,9.8,8.01614
1.13,-0.73509,-0.67303,4.38159,-1.00955,-0.67945,6.57239,1.11266,-1.00598,0.0,9.8,7.94884
1.135,-0.7384,-0.65109,4.3976,-0.97663,-0.63588,6.5964,1.10932,-1.00966,0.0,9.8,7.88345
1.14,-0.7416,-0.62906,4.41304,-0.94359,-0.59357,6.61956,1.10608,-1.0132,0.0,9.8,7.82001
1.145,-0.74469,-0.60696,4.42791,-0.91044,-0.5526,6.64186,1.10295,-1.01662,0.0,9.8,7.75854
1.15,-0.74767,-0.58478,4.4422,-0.87717,-0.51295,6.6633,1.09991,-1.0199,0.0,9.8,7.69908
1.155,-0.75053,-0.56253,4.45593,-0.8438,-0.47466,6.6839,1.09699,-1.02304,0.0,9.8,7.64165
1.16,-0.75329,-0.54022,4.46908,-0.81033,-0.43776,6.70362,1.09416,-1.02606,0.0,9.8,7.58629
1.165,-0.75594,-0.51785,4.48167,-0.77678,-0.40225,6.7225,1.09144,-1.02896,0.0,9.8,7.53301
1.17,-0.75847,-0.49541,4.4937,-0.74312,-0.36815,6.74055,1.08883,-1.03172,0.0,9.8,7.48186
1.175,-0.76089,-0.47291,4.50517,-0.70936,-0.33547,6.75776,1.08633,-1.03435,0.0,9.8,7.43284
1.18,-0.7632,-0.45036,4.51608,-0.67554,-0.30424,6.77412,1.08394,-1.03686,0.0,9.8,7.38599
1.185,-0.76539,-0.42775,4.52643,-0.64162,-0.27446,6.78964,1.08167,-1.03923,0.0,9.8,7.34133
1.19,-0.76748,-0.40509,4.53623,-0.60764,-0.24615,6.80434,1.07949,-1.04149,0.0,9.8,7.29887
1.195,-0.76944,-0.38239,4.54548,-0.57358,-0.21933,6.81822,1.07745,-1.0436,0.0,9.8,7.25864
1.2,-0.7713,-0.35964,4.55418,-0.53946,-0.19401,6.83127,1.07551,-1.0456,0.0,9.8,7.22066
1.205,-0.77304,-0.33685,4.56233,-0.50527,-0.1702,6.8435,1.07369,-1.04747,0.0,9.8,7.18494
1.21,-0.77467,-0.31402,4.56993,-0.47103,-0.14791,6.8549,1.07198,-1.04922,0.0,9.8,7.15151
1.215,-0.77618,-0.29115,4.57699,-0.43672,-0.12715,6.86548,1.07039,-1.05084,0.0,9.8,7.12037
1.22,-0.77758,-0.26825,4.5835,-0.40238,-0.10794,6.87525,1.06892,-1.05234,0.0,9.8,7.09155
1.225,-0.77886,-0.24531,4.58948,-0.36796,-0.09027,6.88422,1.06757,-1.0537,0.0,9.8,7.06505
1.23,-0.78003,-0.22235,4.59491,-0.33352,-0.07416,6.89236,1.06634,-1.05495,0.0,9.8,7.04089
1.235,-0.78109,-0.19937,4.5998,-0.29905,-0.05962,6.8997,1.06522,-1.05608,0.0,9.8,7.01908
1.24,-0.78203,-0.17636,4.60416,-0.26454,-0.04665,6.90624,1.06423,-1.05708,0.0,9.8,6.99962
1.245,-0.78285,-0.15333,4.60798,-0.23,-0.03527,6.91197,1.06336,-1.05795,0.0,9.8,6.98254
1.25,-0.78356,-0.13028,4.61126,-0.19542,-0.02546,6.91689,1.06261,-1.05871,0.0,9.8,6.96783
1.255,-0.78415,-0.10721,4.61401,-0.16081,-0.01724,6.92102,1.06198,-1.05934,0.0,9.8,6.95551
1.26,-0.78463,-0.08414,4.61622,-0.12621,-0.01062,6.92433,1.06147,-1.05985,0.0,9.8,6.94557
1.265,-0.78499,-0.06105,4.6179,-0.09158,-0.00559,6.92685,1.06109,-1.06023,0.0,9.8,6.93803
1.27,-0.78524,-0.03796,4.61904,-0.05694,-0.00216,6.92856,1.06083,-1.06049,0.0,9.8,6.93289
1.275,-0.78537,-0.01486,4.61965,-0.02229,-0.00033,6.92948,1.06069,-1.06063,0.0,9.8,6.93014
1.28,-0.78539,0.00824,4.61973,0.01236,-0.0001,6.92959,1.06067,-1.06065,0.0,9.8,6.9298
1.285,-0.78529,0.03133,4.61927,0.04699,-0.00147,6.9289,1.06077,-1.06055,0.0,9.8,6.93186
1.29,-0.78508,0.05443,4.61828,0.08164,-0.00444,6.92742,1.061,-1.06032,0.0,9.8,6.93631
1.295,-0.78475,0.07752,4.61676,0.11628,-0.00901,6.92514,1.06135,-1.05997,0.0,9.8,6.94317
1.3,-0.7843,0.10059,4.6147,0.15088,-0.01518,6.92205,1.06182,-1.05949,0.0,9.8,6.95241
1.305,-0.78374,0.12366,4.61211,0.18549,-0.02294,6.91816,1.06242,-1.0589,0.0,9.8,6.96405
1.31,-0.78307,0.14671,4.60898,0.22006,-0.03229,6.91347,1.06313,-1.05819,0.0,9.8,6.97808
1.315,-0.78227,0.16975,4.60531,0.25462,-0.04322,6.90797,1.06397,-1.05734,0.0,9.8,6.99448
1.32,-0.78137,0.19277,4.60111,0.28916,-0.05574,6.90166,1.06492,-1.05638,0.0,9.8,7.01325
1.325,-0.78035,0.21576,4.59637,0.32364,-0.06983,6.89456,1.066,-1.05529,0.0,9.8,7.03439
1.33,-0.77921,0.23873,4.59109,0.3581,-0.08549,6.88664,1.0672,-1.05408,0.0,9.8,7.05788
1.335,-0.77796,0.26167,4.58527,0.3925,-0.10271,6.8779,1.06852,-1.05274,0.0,9.8,7.08371
1.34,-0.77659,0.28458,4.57891,0.42687,-0.12148,6.86836,1.06996,-1.05128,0.0,9.8,7.11187
1.345,-0.77511,0.30746,4.57201,0.46119,-0.1418,6.85802,1.07152,-1.04969,0.0,9.8,7.14234
1.35,-0.77352,0.3303,4.56456,0.49545,-0.16365,6.84684,1.07318,-1.04799,0.0,9.8,7.17512
1.355,-0.77181,0.3531,4.55657,0.52965,-0.18702,6.83485,1.07497,-1.04615,0.0,9.8,7.21018
1.36,-0.76999,0.37587,4.54803,0.5638,-0.21192,6.82204,1.07688,-1.04419,0.0,9.8,7.24751
1.365,-0.76805,0.39858,4.53894,0.59787,-0.2383,6.80841,1.0789,-1.0421,0.0,9.8,7.2871
1.37,-0.766,0.42125,4.5293,0.63188,-0.26618,6.79395,1.08103,-1.03989,0.0,9.8,7.32892
1.375,-0.76384,0.44388,4.5191,0.66582,-0.29554,6.77865,1.08328,-1.03755,0.0,9.8,7.37295
1.38,-0.76156,0.46644,4.50836,0.69966,-0.32635,6.76254,1.08564,-1.03508,0.0,9.8,7.41918
1.385,-0.75918,0.48896,4.49705,0.73344,-0.35862,6.74558,1.0881,-1.03249,0.0,9.8,7.46758
1.39,-0.75667,0.51141,4.48518,0.76712,-0.39231,6.72777,1.09069,-1.02976,0.0,9.8,7.51812
1.395,-0.75406,0.53381,4.47275,0.80072,-0.42743,6.70912,1.09337,-1.02691,0.0,9.8,7.57079
1.4,-0.75134,0.55614,4.45976,0.83421,-0.46394,6.68964,1.09616,-1.02393,0.0,9.8,7.62555
1.405,-0.7485,0.57841,4.4462,0.86762,-0.50184,6.6693,1.09907,-1.02081,0.0,9.8,7.68239
1.41,-0.74555,0.6006,4.43207,0.9009,-0.54108,6.64811,1.10207,-1.01756,0.0,9.8,7.74127
1.415,-0.74249,0.62272,4.41737,0.93408,-0.58167,6.62606,1.10518,-1.01419,0.0,9.8,7.80217
1.42,-0.73933,0.64477,4.40209,0.96716,-0.62359,6.60314,1.10838,-1.01069,0.0,9.8,7.86505
1.425,-0.73605,0.66674,4.38624,1.00011,-0.66681,6.57936,1.11169,-1.00705,0.0,9.8,7.92988
1.43,-0.73266,0.68864,4.36981,1.03296,-0.71134,6.55472,1.1151,-1.00327,0.0,9.8,7.99664
1.435,-0.72916,0.71044,4.35279,1.06566,-0.75709,6.52918,1.1186,-0.99937,0.0,9.8,8.06528
1.44,-0.72555,0.73216,4.33519,1.09824,-0.80409,6.50278,1.1222,-0.99532,0.0,9.8,8.13579
1.445,-0.72184,0.75379,4.31701,1.13068,-0.8523,6.47552,1.12589,-0.99115,0.0,9.8,8.20811
1.45,-0.71802,0.77533,4.29823,1.163,-0.9017,6.44734,1.12966,-0.98684,0.0,9.8,8.28221
1.455,-0.71409,0.79677,4.27886,1.19516,-0.95226,6.41829,1.13353,-0.9824,0.0,9.8,8.35806
1.46,-0.71005,0.81812,4.25889,1.22718,-1.00398,6.38834,1.13749,-0.97781,0.0,9.8,8.43561
1.465,-0.7059,0.83936,4.23832,1.25904,-1.05679,6.35748,1.14154,-0.97308,0.0,9.8,8.51484
1.47,-0.70166,0.8605,4.21715,1.29075,-1.11069,6.32572,1.14566,-0.96823,0.0,9.8,8.59569
1.475,-0.6973,0.88153,4.19538,1.3223,-1.16564,6.29307,1.14987,-0.96323,0.0,9.8,8.67812
1.48,-0.69284,0.90245,4.173,1.35368,-1.22162,6.2595,1.15415,-0.95809,0.0,9.8,8.7621
1.485,-0.68828,0.92326,4.15002,1.38489,-1.27861,6.22503,1.15851,-0.95281,0.0,9.8,8.84757
1.49,-0.68361,0.94395,4.12641,1.41592,-1.33656,6.18962,1.16295,-0.94739,0.0,9.8,8.9345
1.495,-0.67884,0.96452,4.1022,1.44678,-1.39545,6.1533,1.16745,-0.94184,0.0,9.8,9.02284
1.5,-0.67396,0.98497,4.07737,1.47746,-1.45525,6.11606,1.17203,-0.93613,0.0,9.8,9.11254
1.505,-0.66899,1.0053,4.05192,1.50795,-1.51594,6.07788,1.17667,-0.93029,0.0,9.8,9.20355
1.51,-0.66391,1.02549,4.02585,1.53824,-1.57744,6.03878,1.18138,-0.9243,0.0,9.8,9.29582
1.515,-0.65873,1.04555,3.99915,1.56832,-1.63976,5.99872,1.18616,-0.91817,0.0,9.8,9.38931
1.52,-0.65345,1.06548,3.97183,1.59822,-1.70287,5.95774,1.19099,-0.91189,0.0,9.8,9.48397
1.525,-0.64808,1.08527,3.94388,1.6279,-1.76672,5.91582,1.19587,-0.90549,0.0,9.8,9.57973
1.53,-0.6426,1.10492,3.9153,1.65738,-1.83127,5.87295,1.20081,-0.89892,0.0,9.8,9.67656
1.535,-0.63703,1.12442,3.88609,1.68663,-1.89648,5.82914,1.2058,-0.89222,0.0,9.8,9.77439
1.54,-0.63136,1.14378,3.85624,1.71567,-1.96235,5.78436,1.21084,-0.88536,0.0,9.8,9.87317
1.545,-0.62559,1.16299,3.82577,1.74448,-2.02882,5.73866,1.21593,-0.87836,0.0,9.8,9.97285
1.55,-0.61973,1.18204,3.79465,1.77306,-2.09583,5.69197,1.22105,-0.87122,0.0,9.8,10.07337
1.555,-0.61377,1.20093,3.7629,1.8014,-2.16335,5.64435,1.22622,-0.86393,0.0,9.8,10.17468
1.56,-0.60772,1.21966,3.73051,1.82949,-2.23136,5.59576,1.23143,-0.8565,0.0,9.8,10.27671
1.565,-0.60157,1.23824,3.69748,1.85736,-2.29986,5.54622,1.23667,-0.84891,0.0,9.8,10.37941
1.57,-0.59534,1.25664,3.66382,1.88496,-2.36872,5.49573,1.24194,-0.84119,0.0,9.8,10.48271
1.575,-0.58901,1.27487,3.62951,1.9123,-2.43794,5.44426,1.24724,-0.83331,0.0,9.8,10.58657
1.58,-0.58259,1.29293,3.59456,1.93939,-2.5075,5.39184,1.25256,-0.82528,0.0,9.8,10.69091
1.585,-0.57608,1.31082,3.55897,1.96623,-2.57737,5.33846,1.25791,-0.81711,0.0,9.8,10.79569
1.59,-0.56948,1.32852,3.52274,1.99278,-2.64745,5.28411,1.26327,-0.80879,0.0,9.8,10.90083
1.595,-0.56279,1.34604,3.48587,2.01906,-2.71774,5.2288,1.26865,-0.80032,0.0,9.8,11.00627
1.6,-0.55602,1.36338,3.44836,2.04507,-2.78821,5.17254,1.27404,-0.79171,0.0,9.8,11.11195
1.605,-0.54916,1.38053,3.41022,2.0708,-2.85879,5.11533,1.27944,-0.78296,0.0,9.8,11.21781
1.61,-0.54222,1.39748,3.37143,2.09622,-2.92943,5.05714,1.28485,-0.77406,0.0,9.8,11.32378
1.615,-0.53519,1.41424,3.33201,2.12136,-3.00011,4.99801,1.29026,-0.76501,0.0,9.8,11.42981
1.62,-0.52807,1.4308,3.29195,2.1462,-3.07078,4.93792,1.29567,-0.7558,0.0,9.8,11.53581
1.625,-0.52088,1.44716,3.25127,2.17074,-3.14141,4.8769,1.30107,-0.74647,0.0,9.8,11.64174
1.63,-0.5136,1.46331,3.20995,2.19497,-3.21191,4.81493,1.30647,-0.73697,0.0,9.8,11.74752
1.635,-0.50625,1.47926,3.168,2.21889,-3.28232,4.752,1.31185,-0.72735,0.0,9.8,11.85309
1.64,-0.49881,1.49499,3.12542,2.24249,-3.35249,4.68813,1.31723,-0.71757,0.0,9.8,11.95838
1.645,-0.4913,1.51051,3.08223,2.26576,-3.42246,4.62335,1.32258,-0.70766,0.0,9.8,12.06333
1.65,-0.48371,1.52581,3.03841,2.28872,-3.49214,4.55762,1.32791,-0.6976,0.0,9.8,12.16787
1.655,-0.47604,1.54089,2.99398,2.31134,-3.56151,4.49097,1.33322,-0.68739,0.0,9.8,12.27193
1.66,-0.4683,1.55575,2.94893,2.33362,-3.63054,4.42339,1.33851,-0.67705,0.0,9.8,12.37545
1.665,-0.46048,1.57038,2.90328,2.35557,-3.69914,4.35492,1.34376,-0.66657,0.0,9.8,12.47836
1.67,-0.45259,1.58478,2.85702,2.37717,-3.76729,4.28553,1.34898,-0.65594,0.0,9.8,12.58059
1.675,-0.44463,1.59895,2.81017,2.39842,-3.83496,4.21526,1.35415,-0.64519,0.0,9.8,12.68209
1.68,-0.4366,1.61288,2.76272,2.41932,-3.90207,4.14408,1.35929,-0.63429,0.0,9.8,12.78277
1.685,-0.42851,1.62658,2.71468,2.43987,-3.96864,4.07202,1.36438,-0.62327,0.0,9.8,12.88258
1.69,-0.42034,1.64003,2.66606,2.46004,-4.03455,3.99909,1.36943,-0.61211,0.0,9.8,12.98145
1.695,-0.41211,1.65324,2.61686,2.47986,-4.0998,3.92529,1.37442,-0.60082,0.0,9.8,13.07932
1.7,-0.40381,1.6662,2.56709,2.4993,-4.16433,3.85063,1.37936,-0.58939,0.0,9.8,13.17611
1.705,-0.39544,1.67891,2.51676,2.51836,-4.22811,3.77514,1.38424,-0.57782,0.0,9.8,13.27177
1.71,-0.38702,1.69136,2.46587,2.53704,-4.29105,3.6988,1.38906,-0.56615,0.0,9.8,13.36624
1.715,-0.37853,1.70356,2.41443,2.55534,-4.35318,3.62164,1.39381,-0.55433,0.0,9.8,13.45943
1.72,-0.36998,1.71551,2.36245,2.57326,-4.41446,3.54368,1.3985,-0.5424,0.0,9.8,13.55131
1.725,-0.36138,1.72719,2.30994,2.59078,-4.47478,3.46491,1.40311,-0.53035,0.0,9.8,13.64179
1.73,-0.35271,1.7386,2.2569,2.6079,-4.53409,3.38535,1.40766,-0.51816,0.0,9.8,13.73082
1.735,-0.34399,1.74975,2.20335,2.62462,-4.59244,3.30502,1.41212,-0.50587,0.0,9.8,13.81834
1.74,-0.33522,1.76064,2.14929,2.64096,-4.64978,3.22394,1.41651,-0.49347,0.0,9.8,13.90429
1.745,-0.32639,1.77125,2.09472,2.65688,-4.70599,3.14208,1.42081,-0.48094,0.0,9.8,13.98861
1.75,-0.3175,1.78158,2.03968,2.67237,-4.76104,3.05952,1.42503,-0.46829,0.0,9.8,14.07123
1.755,-0.30857,1.79164,1.98415,2.68746,-4.81496,2.97623,1.42915,-0.45554,0.0,9.8,14.15211
1.76,-0.29959,1.80142,1.92815,2.70213,-4.86767,2.89222,1.43319,-0.44269,0.0,9.8,14.23118
1.765,-0.29056,1.81092,1.8717,2.71638,-4.91915,2.80755,1.43713,-0.42973,0.0,9.8,14.3084
1.77,-0.28148,1.82014,1.8148,2.73021,-4.96936,2.7222,1.44097,-0.41667,0.0,9.8,14.38369
1.775,-0.27236,1.82907,1.75747,2.7436,-5.01825,2.63621,1.44471,-0.40351,0.0,9.8,14.45702
1.78,-0.26319,1.83771,1.69971,2.75656,-5.06577,2.54957,1.44835,-0.39024,0.0,9.8,14.52833
1.785,-0.25398,1.84607,1.64154,2.7691,-5.11196,2.46231,1.45188,-0.37689,0.0,9.8,14.59757
1.79,-0.24473,1.85413,1.58298,2.7812,-5.1567,2.37447,1.4553,-0.36344,0.0,9.8,14.66468
1.795,-0.23544,1.8619,1.52402,2.79285,-5.20001,2.28603,1.45862,-0.34991,0.0,9.8,14.72963
1.8,-0.22611,1.86937,1.46469,2.80406,-5.24182,2.19704,1.46182,-0.33628,0.0,9.8,14.79236
1.805,-0.21674,1.87654,1.405,2.81481,-5.2821,2.1075,1.46491,-0.32257,0.0,9.8,14.85283
1.81,-0.20734,1.88342,1.34496,2.82513,-5.32091,2.01744,1.46787,-0.30879,0.0,9.8,14.91099
1.815,-0.19791,1.88999,1.28459,2.83498,-5.35809,1.92688,1.47072,-0.29493,0.0,9.8,14.9668
1.82,-0.18845,1.89626,1.2239,2.84439,-5.3937,1.83585,1.47344,-0.281,0.0,9.8,15.02023
1.825,-0.17895,1.90223,1.1629,2.85334,-5.42772,1.74435,1.47605,-0.26699,0.0,9.8,15.07123
1.83,-0.16942,1.90789,1.10161,2.86184,-5.46007,1.65242,1.47852,-0.25292,0.0,9.8,15.11976
1.835,-0.15987,1.91325,1.04004,2.86988,-5.49079,1.56006,1.48087,-0.23878,0.0,9.8,15.1658
1.84,-0.15029,1.91829,0.97821,2.87744,-5.51975,1.46732,1.48309,-0.22459,0.0,9.8,15.2093
1.845,-0.14069,1.92303,0.91613,2.88454,-5.54707,1.3742,1.48518,-0.21034,0.0,9.8,15.25023
1.85,-0.13106,1.92745,0.85382,2.89118,-5.5726,1.28073,1.48714,-0.19603,0.0,9.8,15.28856
1.855,-0.12141,1.93157,0.79129,2.89736,-5.59644,1.18694,1.48896,-0.18167,0.0,9.8,15.32428
1.86,-0.11175,1.93537,0.72856,2.90306,-5.61849,1.09284,1.49064,-0.16728,0.0,9.8,15.35733
1.865,-0.10206,1.93885,0.66564,2.90828,-5.63871,0.99846,1.49219,-0.15282,0.0,9.8,15.38772
1.87,-0.09236,1.94202,0.60255,2.91303,-5.65716,0.90383,1.49361,-0.13834,0.0,9.8,15.4154
1.875,-0.08264,1.94488,0.53931,2.91732,-5.67384,0.80896,1.49488,-0.12382,0.0,9.8,15.44037
1.88,-0.07291,1.94741,0.47592,2.92112,-5.68861,0.71388,1.49601,-0.10927,0.0,9.8,15.4626
1.885,-0.06317,1.94964,0.41242,2.92446,-5.70164,0.61863,1.49701,-0.09469,0.0,9.8,15.48207
1.89,-0.05341,1.95154,0.34881,2.92731,-5.71276,0.52322,1.49786,-0.08008,0.0,9.8,15.49878
1.895,-0.04365,1.95312,0.28511,2.92968,-5.72202,0.42766,1.49857,-0.06545,0.0,9.8,15.5127
1.9,-0.03388,1.95439,0.22133,2.93158,-5.72946,0.332,1.49914,-0.05081,0.0,9.8,15.52383
1.905,-0.02411,1.95534,0.1575,2.93301,-5.73503,0.23625,1.49956,-0.03616,0.0,9.8,15.53216
1.91,-0.01433,1.95596,0.09362,2.93394,-5.73867,0.14043,1.49985,-0.02149,0.0,9.8,15.53769
1.915,-0.00455,1.95627,0.02973,2.9344,-5.74049,0.0446,1.49998,-0.00682,0.0,9.8,15.5404
1.92,0.00523,1.95626,-0.03418,2.93439,-5.74043,-0.05127,1.49998,0.00784,0.0,9.8,15.5403
1.925,0.01501,1.95593,-0.09807,2.93389,-5.73849,-0.14711,1.49983,0.02251,0.0,9.8,15.53739
1.93,0.02479,1.95528,-0.16195,2.93292,-5.73468,-0.24292,1.49954,0.03718,0.0,9.8,15.53167
1.935,0.03456,1.95431,-0.22577,2.93146,-5.72899,-0.33866,1.4991,0.05183,0.0,9.8,15.52315
1.94,0.04433,1.95302,-0.28955,2.92953,-5.72143,-0.43432,1.49853,0.06647,0.0,9.8,15.51182
1.945,0.05409,1.95142,-0.35324,2.92713,-5.71206,-0.52986,1.49781,0.0811,0.0,9.8,15.4977
1.95,0.06385,1.94949,-0.41685,2.92424,-5.70077,-0.62528,1.49694,0.09571,0.0,9.8,15.4808
1.955,0.07359,1.94725,-0.48034,2.92087,-5.68767,-0.72051,1.49594,0.11029,0.0,9.8,15.46114
1.96,0.08332,1.94469,-0.54372,2.91704,-5.67273,-0.81558,1.4948,0.12484,0.0,9.8,15.43872
1.965,0.09303,1.94181,-0.60695,2.91272,-5.65594,-0.91042,1.49351,0.13934,0.0,9.8,15.41356
1.97,0.10274,1.93862,-0.67003,2.90793,-5.63737,-1.00504,1.49209,0.15384,0.0,9.8,15.38569
1.975,0.11242,1.93511,-0.73293,2.90266,-5.61698,-1.09939,1.49053,0.16828,0.0,9.8,15.35512
1.98,0.12209,1.93129,-0.79565,2.89694,-5.59482,-1.19347,1.48883,0.18268,0.0,9.8,15.32187
1.985,0.13173,1.92715,-0.85817,2.89072,-5.57086,-1.28726,1.487,0.19702,0.0,9.8,15.28598
1.99,0.14136,1.92271,-0.92046,2.88406,-5.54522,-1.38069,1.48504,0.21133,0.0,9.8,15.24746
1.995,0.15096,1.91795,-0.98253,2.87692,-5.5178,-1.4738,1.48294,0.22558,0.0,9.8,15.20635
2.0,0.16054,1.91288,-1.04434,2.86932,-5.48866,-1.56651,1.48071,0.23978,0.0,9.8,15.16267
2.005,0.17009,1.90751,-1.10589,2.86126,-5.45789,-1.65884,1.47835,0.25391,0.0,9.8,15.11646
2.01,0.17961,1.90182,-1.16716,2.85273,-5.42538,-1.75074,1.47587,0.26797,0.0,9.8,15.06776
2.015,0.18911,1.89584,-1.22814,2.84376,-5.39131,-1.84221,1.47326,0.28198,0.0,9.8,15.01659
2.02,0.19857,1.88954,-1.28881,2.83431,-5.35554,-1.93322,1.47052,0.2959,0.0,9.8,14.96299
2.025,0.208,1.88295,-1.34916,2.82442,-5.31825,-2.02374,1.46767,0.30976,0.0,9.8,14.90701
2.03,0.2174,1.87605,-1.40917,2.81408,-5.27935,-2.11376,1.46469,0.32354,0.0,9.8,14.84869
2.035,0.22676,1.86886,-1.46884,2.80329,-5.23896,-2.20326,1.4616,0.33723,0.0,9.8,14.78806
2.04,0.23609,1.86137,-1.52814,2.79206,-5.19705,-2.29221,1.45839,0.35085,0.0,9.8,14.72518
2.045,0.24537,1.85358,-1.58707,2.78037,-5.15364,-2.3806,1.45507,0.36437,0.0,9.8,14.66008
2.05,0.25462,1.8455,-1.64561,2.76825,-5.10881,-2.46842,1.45164,0.37782,0.0,9.8,14.59281
2.055,0.26383,1.83712,-1.70375,2.75568,-5.06251,-2.55562,1.4481,0.39117,0.0,9.8,14.52343
2.06,0.27299,1.82846,-1.76148,2.74269,-5.0149,-2.64222,1.44445,0.40442,0.0,9.8,14.45198
2.065,0.28211,1.81951,-1.81878,2.72926,-4.96592,-2.72817,1.44071,0.41757,0.0,9.8,14.37851
2.07,0.29119,1.81027,-1.87565,2.7154,-4.91562,-2.81348,1.43685,0.43064,0.0,9.8,14.30308
2.075,0.30021,1.80075,-1.93207,2.70112,-4.86405,-2.8981,1.43291,0.44358,0.0,9.8,14.22574
2.08,0.30919,1.79095,-1.98803,2.68642,-4.81125,-2.98204,1.42887,0.45643,0.0,9.8,14.14654
2.085,0.31812,1.78087,-2.04353,2.6713,-4.75725,-3.0653,1.42474,0.46917,0.0,9.8,14.06554
2.09,0.327,1.77052,-2.09854,2.65578,-4.70211,-3.14781,1.42052,0.48181,0.0,9.8,13.98279
2.095,0.33583,1.75989,-2.15307,2.63984,-4.64582,-3.2296,1.41621,0.49433,0.0,9.8,13.89836
2.1,0.3446,1.74899,-2.20709,2.62348,-4.58845,-3.31064,1.41182,0.50673,0.0,9.8,13.8123
2.105,0.35332,1.73782,-2.26061,2.60673,-4.53003,-3.39091,1.40734,0.51902,0.0,9.8,13.72467
2.11,0.36198,1.72638,-2.31362,2.58957,-4.47058,-3.47043,1.4028,0.53119,0.0,9.8,13.63553
2.115,0.37058,1.71468,-2.36609,2.57202,-4.41019,-3.54913,1.39818,0.54323,0.0,9.8,13.54495
2.12,0.37912,1.70272,-2.41803,2.55408,-4.34888,-3.62704,1.39349,0.55515,0.0,9.8,13.45299
2.125,0.38761,1.6905,-2.46943,2.53575,-4.28669,-3.70414,1.38872,0.56697,0.0,9.8,13.3597
2.13,0.39603,1.67803,-2.52028,2.51704,-4.22368,-3.78042,1.3839,0.57864,0.0,9.8,13.26515
2.135,0.40439,1.6653,-2.57058,2.49795,-4.15984,-3.85587,1.37901,0.59019,0.0,9.8,13.16941
2.14,0.41268,1.65232,-2.62031,2.47848,-4.09524,-3.93046,1.37407,0.6016,0.0,9.8,13.07254
2.145,0.42091,1.6391,-2.66946,2.45865,-4.02997,-4.00419,1.36908,0.61289,0.0,9.8,12.9746
2.15,0.42907,1.62563,-2.71805,2.43844,-3.96401,-4.07708,1.36403,0.62404,0.0,9.8,12.87566
2.155,0.43717,1.61192,-2.76604,2.41788,-3.89743,-4.14906,1.35893,0.63507,0.0,9.8,12.77579
2.16,0.44519,1.59797,-2.81345,2.39695,-3.83026,-4.22018,1.35379,0.64594,0.0,9.8,12.67504
2.165,0.45315,1.58379,-2.86027,2.37568,-3.76259,-4.2904,1.34861,0.6567,0.0,9.8,12.5735
2.17,0.46103,1.56937,-2.90648,2.35405,-3.69438,-4.35972,1.34339,0.66731,0.0,9.8,12.47121
2.175,0.46884,1.55472,-2.95209,2.33208,-3.62573,-4.42814,1.33814,0.67778,0.0,9.8,12.36826
2.18,0.47658,1.53985,-2.99709,2.30978,-3.55671,-4.49564,1.33285,0.68811,0.0,9.8,12.2647
2.185,0.48424,1.52475,-3.04148,2.28712,-3.48729,-4.56222,1.32754,0.6983,0.0,9.8,12.1606
2.19,0.49182,1.50944,-3.08526,2.26416,-3.41761,-4.62789,1.32221,0.70835,0.0,9.8,12.05603
2.195,0.49933,1.4939,-3.12841,2.24085,-3.34761,-4.69262,1.31686,0.71826,0.0,9.8,11.95106
2.2,0.50676,1.47815,-3.17094,2.21722,-3.27739,-4.75641,1.31148,0.72802,0.0,9.8,11.84575
2.205,0.51411,1.46219,-3.21284,2.19329,-3.207,-4.81926,1.3061,0.73764,0.0,9.8,11.74016
2.21,0.52138,1.44602,-3.25412,2.16903,-3.13646,-4.88118,1.3007,0.74712,0.0,9.8,11.63437
2.215,0.52857,1.42965,-3.29476,2.14448,-3.06585,-4.94214,1.29529,0.75645,0.0,9.8,11.52843
2.22,0.53568,1.41308,-3.33478,2.11962,-2.99519,-5.00217,1.28988,0.76564,0.0,9.8,11.42242
2.225,0.5427,1.39631,-3.37415,2.09446,-2.92452,-5.06123,1.28448,0.77467,0.0,9.8,11.3164
2.23,0.54964,1.37934,-3.41289,2.06901,-2.85387,-5.11933,1.27907,0.78357,0.0,9.8,11.21043
2.235,0.5565,1.36218,-3.451,2.04327,-2.7833,-5.1765,1.27366,0.79233,0.0,9.8,11.10458
2.24,0.56326,1.34483,-3.48846,2.01724,-2.71285,-5.23269,1.26828,0.80092,0.0,9.8,10.99892
2.245,0.56994,1.32729,-3.52529,1.99094,-2.64255,-5.28794,1.2629,0.80937,0.0,9.8,10.89349
2.25,0.57654,1.30958,-3.56147,1.96437,-2.5725,-5.3422,1.25753,0.81769,0.0,9.8,10.78838
2.255,0.58304,1.29168,-3.59701,1.93752,-2.50266,-5.39552,1.25219,0.82585,0.0,9.8,10.68363
2.26,0.58945,1.27361,-3.63192,1.91042,-2.43312,-5.44788,1.24687,0.83386,0.0,9.8,10.57932
2.265,0.59577,1.25536,-3.66618,1.88304,-2.36389,-5.49927,1.24157,0.84172,0.0,9.8,10.4755
2.27,0.60201,1.23695,-3.6998,1.85542,-2.29507,-5.5497,1.2363,0.84945,0.0,9.8,10.37223
2.275,0.60814,1.21837,-3.73279,1.82755,-2.22664,-5.59918,1.23107,0.85701,0.0,9.8,10.26958
